Season,Team1ID,Team2ID,T1Win,T1PPG,T1FG%,T1FT%,T1Ast,T1Def,T1ORating,T1DRating,T2PPG,T2FG%,T2FT%,T2Ast,T2Def,T2ORating,T2DRating,T1_Seed,T2_Seed,SeedDiff,T1_Rank,T2_Rank,RankDiff
2005,1301,1150,1.0,68.874,0.428,29.368,13.845,14.258,103.374,92.831,70.408,0.414,37.26,12.574,10.852,98.631,92.713,10,7,3,46.911,33.075,13.835999999999999
2005,1301,1163,1.0,68.874,0.428,29.368,13.845,14.258,103.374,92.831,73.857,0.462,41.393,15.196,12.59,107.072,95.791,10,2,8,46.911,13.945,32.966
2005,1301,1458,0.0,68.874,0.428,29.368,13.845,14.258,103.374,92.831,67.789,0.451,32.948,12.965,5.94,108.516,95.38,10,6,4,46.911,20.22,26.691000000000003
2005,1305,1228,0.0,64.776,0.417,39.939,12.785,11.431,98.834,89.866,75.812,0.472,34.297,18.719,10.474,116.03,95.968,9,1,8,35.01,1.312,33.698
2005,1305,1400,1.0,64.776,0.417,39.939,12.785,11.431,98.834,89.866,66.857,0.404,39.714,7.607,10.59,101.452,92.78,9,8,1,35.01,30.881,4.128999999999998
2005,1307,1437,0.0,61.036,0.398,34.25,10.375,11.857,91.806,82.69,69.713,0.402,39.098,10.523,13.799,105.786,90.452,12,5,7,47.802,16.33,31.472
2005,1310,1328,0.0,76.352,0.395,39.185,14.0,10.093,101.106,94.81,73.1,0.436,37.916,12.666,12.25,105.8,90.37,14,3,15,124.878,12.908,111.97
2005,1314,1228,1.0,86.85,0.508,41.016,18.583,12.466,118.876,96.052,75.812,0.472,34.297,18.719,10.474,116.03,95.968,1,1,0,2.229,1.312,0.917
2005,1314,1235,1.0,86.85,0.508,41.016,18.583,12.466,118.876,96.052,66.44,0.42,38.983,14.87,14.138,96.071,85.096,1,9,-8,2.229,50.366,-48.137
2005,1314,1277,1.0,86.85,0.508,41.016,18.583,12.466,118.876,96.052,78.956,0.474,36.715,15.296,10.437,113.708,96.834,1,5,-4,2.229,13.734,-11.504999999999999
2005,1314,1324,1.0,86.85,0.508,41.016,18.583,12.466,118.876,96.052,72.143,0.461,32.518,13.893,8.0,108.877,100.607,1,16,-15,2.229,206.01,-203.78099999999998
2005,1314,1437,1.0,86.85,0.508,41.016,18.583,12.466,118.876,96.052,69.713,0.402,39.098,10.523,13.799,105.786,90.452,1,5,-4,2.229,16.33,-14.100999999999999
2005,1314,1458,1.0,86.85,0.508,41.016,18.583,12.466,118.876,96.052,67.789,0.451,32.948,12.965,5.94,108.516,95.38,1,6,-5,2.229,20.22,-17.991
2005,1320,1458,0.0,62.25,0.448,34.166,11.834,8.216,101.172,94.814,67.789,0.451,32.948,12.965,5.94,108.516,95.38,11,6,5,50.898,20.22,30.678000000000004
2005,1324,1105,1.0,72.143,0.461,32.518,13.893,8.0,108.877,100.607,69.444,0.398,33.296,14.87,11.944,96.587,91.028,16,16,0,206.01,255.448,-49.43800000000002
2005,1324,1314,0.0,72.143,0.461,32.518,13.893,8.0,108.877,100.607,86.85,0.508,41.016,18.583,12.466,118.876,96.052,16,1,15,206.01,2.229,203.78099999999998
2005,1325,1196,0.0,66.903,0.428,32.903,9.903,12.08,100.568,95.098,71.362,0.438,35.189,13.604,12.974,105.019,91.288,13,4,9,83.02,21.657,61.363
2005,1328,1310,1.0,73.1,0.436,37.916,12.666,12.25,105.8,90.37,76.352,0.395,39.185,14.0,10.093,101.106,94.81,3,14,-15,12.908,124.878,-111.97
2005,1328,1428,0.0,73.1,0.436,37.916,12.666,12.25,105.8,90.37,63.437,0.498,34.368,13.89,7.696,106.755,91.346,3,6,-3,12.908,21.881,-8.973
2005,1329,1112,0.0,76.488,0.492,31.696,16.393,8.898,117.663,101.696,79.649,0.509,35.887,16.036,12.234,115.652,100.194,2,3,-1,8.367,10.477,-2.1099999999999994
2005,1329,1356,1.0,76.488,0.492,31.696,16.393,8.898,117.663,101.696,68.938,0.43,31.734,13.203,10.375,105.722,95.715,2,7,-5,8.367,26.06,-17.692999999999998
2005,1329,1368,1.0,76.488,0.492,31.696,16.393,8.898,117.663,101.696,55.616,0.448,25.057,10.596,13.462,90.05,84.408,2,15,-15,8.367,137.135,-128.768
2005,1330,1277,0.0,75.774,0.434,33.113,14.613,12.08,105.637,96.584,78.956,0.474,36.715,15.296,10.437,113.708,96.834,12,5,7,50.867,13.734,37.132999999999996
2005,1334,1338,1.0,75.75,0.48,34.446,14.465,6.143,115.984,105.125,71.518,0.447,33.852,12.537,10.26,109.298,101.3,8,9,-1,24.557,30.262,-5.705000000000002
2005,1334,1449,0.0,75.75,0.48,34.446,14.465,6.143,115.984,105.125,87.113,0.498,35.424,18.178,9.484,118.707,102.994,8,1,7,24.557,7.376,17.180999999999997
2005,1335,1130,0.0,67.44,0.4,36.0,15.86,12.06,94.89,85.11,75.963,0.485,38.232,18.648,11.204,109.468,94.823,13,4,9,87.857,10.312,77.545
2005,1338,1334,0.0,71.518,0.447,33.852,12.537,10.26,109.298,101.3,75.75,0.48,34.446,14.465,6.143,115.984,105.125,9,8,1,30.262,24.557,5.705000000000002
2005,1356,1329,0.0,68.938,0.43,31.734,13.203,10.375,105.722,95.715,76.488,0.492,31.696,16.393,8.898,117.663,101.696,7,2,5,26.06,8.367,17.692999999999998
2005,1356,1388,1.0,68.938,0.43,31.734,13.203,10.375,105.722,95.715,63.574,0.392,38.796,7.352,6.815,96.724,90.637,7,10,-3,26.06,32.98,-6.919999999999998
2005,1368,1329,0.0,55.616,0.448,25.057,10.596,13.462,90.05,84.408,76.488,0.492,31.696,16.393,8.898,117.663,101.696,15,2,15,137.135,8.367,128.768
2005,1388,1356,0.0,63.574,0.392,38.796,7.352,6.815,96.724,90.637,68.938,0.43,31.734,13.203,10.375,105.722,95.715,10,7,3,32.98,26.06,6.919999999999998
2005,1390,1280,0.0,69.655,0.408,32.845,10.604,9.328,103.1,98.37,74.232,0.448,40.178,12.84,10.34,109.806,93.334,8,9,-1,42.436,35.168,7.268000000000001
2005,1393,1436,0.0,66.138,0.452,37.483,11.862,12.38,97.469,89.578,66.75,0.395,36.733,12.698,7.742,102.964,90.498,4,13,-9,16.734,55.643,-38.909
2005,1400,1305,0.0,66.857,0.404,39.714,7.607,10.59,101.452,92.78,64.776,0.417,39.939,12.785,11.431,98.834,89.866,8,9,-1,30.881,35.01,-4.128999999999998
2005,1403,1211,1.0,72.885,0.492,33.488,16.356,10.471,106.666,94.78,75.268,0.482,40.268,14.482,7.804,111.93,99.736,6,3,3,29.777,14.566,15.211
2005,1403,1417,1.0,72.885,0.492,33.488,16.356,10.471,106.666,94.78,70.185,0.446,32.019,15.13,7.722,99.168,94.535,6,11,-5,29.777,37.248,-7.4709999999999965
2005,1403,1452,0.0,72.885,0.492,33.488,16.356,10.471,106.666,94.78,75.416,0.475,29.617,17.466,11.058,112.306,102.474,6,7,-1,29.777,41.723,-11.945999999999998
2005,1412,1112,0.0,75.153,0.424,33.25,15.338,12.67,102.056,91.884,79.649,0.509,35.887,16.036,12.234,115.652,100.194,11,3,8,57.495,10.477,47.018
2005,1412,1261,1.0,75.153,0.424,33.25,15.338,12.67,102.056,91.884,71.607,0.41,39.036,12.428,11.125,98.566,93.034,11,6,5,57.495,31.941,25.554
2005,1416,1163,0.0,69.875,0.403,32.178,15.75,13.375,106.925,102.018,73.857,0.462,41.393,15.196,12.59,107.072,95.791,15,2,15,136.347,13.945,122.40200000000002
2005,1417,1403,0.0,70.185,0.446,32.019,15.13,7.722,99.168,94.535,72.885,0.492,33.488,16.356,10.471,106.666,94.78,11,6,5,37.248,29.777,7.4709999999999965
2005,1418,1257,0.0,66.964,0.447,36.232,12.982,9.554,99.191,93.172,78.974,0.473,37.264,14.768,11.3,118.074,96.693,13,4,9,76.969,10.798,66.17099999999999
2005,1428,1246,0.0,63.437,0.498,34.368,13.89,7.696,106.755,91.346,73.185,0.493,33.849,13.978,12.306,109.536,94.88,6,2,4,21.881,8.101,13.78
2005,1428,1328,1.0,63.437,0.498,34.368,13.89,7.696,106.755,91.346,73.1,0.436,37.916,12.666,12.25,105.8,90.37,6,3,3,21.881,12.908,8.973
2005,1428,1431,1.0,63.437,0.498,34.368,13.89,7.696,106.755,91.346,64.828,0.44,28.078,14.75,8.594,100.046,92.103,6,11,-5,21.881,50.089,-28.208
2005,1429,1112,0.0,63.38,0.453,33.189,16.276,8.914,104.007,90.526,79.649,0.509,35.887,16.036,12.234,115.652,100.194,14,3,15,57.214,10.477,46.736999999999995
2005,1431,1428,0.0,64.828,0.44,28.078,14.75,8.594,100.046,92.103,63.437,0.498,34.368,13.89,7.696,106.755,91.346,11,6,5,50.089,21.881,28.208
2005,1436,1277,0.0,66.75,0.395,36.733,12.698,7.742,102.964,90.498,78.956,0.474,36.715,15.296,10.437,113.708,96.834,13,5,8,55.643,13.734,41.909
2005,1436,1393,1.0,66.75,0.395,36.733,12.698,7.742,102.964,90.498,66.138,0.452,37.483,11.862,12.38,97.469,89.578,13,4,9,55.643,16.734,38.909
2005,1437,1196,1.0,69.713,0.402,39.098,10.523,13.799,105.786,90.452,71.362,0.438,35.189,13.604,12.974,105.019,91.288,5,4,1,16.33,21.657,-5.327000000000002
2005,1437,1307,1.0,69.713,0.402,39.098,10.523,13.799,105.786,90.452,61.036,0.398,34.25,10.375,11.857,91.806,82.69,5,12,-7,16.33,47.802,-31.472
2005,1437,1314,0.0,69.713,0.402,39.098,10.523,13.799,105.786,90.452,86.85,0.508,41.016,18.583,12.466,118.876,96.052,5,1,4,16.33,2.229,14.100999999999999
2005,1448,1151,1.0,85.957,0.476,40.646,17.784,11.431,114.9,100.322,62.222,0.425,37.796,12.76,7.518,90.774,85.298,2,15,-15,4.174,142.938,-138.76399999999998
2005,1448,1452,0.0,85.957,0.476,40.646,17.784,11.431,114.9,100.322,75.416,0.475,29.617,17.466,11.058,112.306,102.474,2,7,-5,4.174,41.723,-37.549
2005,1449,1257,0.0,87.113,0.498,35.424,18.178,9.484,118.707,102.994,78.974,0.473,37.264,14.768,11.3,118.074,96.693,1,4,-3,7.376,10.798,-3.4219999999999997
2005,1449,1285,1.0,87.113,0.498,35.424,18.178,9.484,118.707,102.994,73.143,0.484,34.5,14.393,7.0,102.104,97.239,1,16,-15,7.376,177.146,-169.76999999999998
2005,1449,1334,1.0,87.113,0.498,35.424,18.178,9.484,118.707,102.994,75.75,0.48,34.446,14.465,6.143,115.984,105.125,1,8,-7,7.376,24.557,-17.180999999999997
2005,1452,1166,1.0,75.416,0.475,29.617,17.466,11.058,112.306,102.474,66.084,0.438,28.8,12.916,10.334,104.29,98.508,7,10,-3,41.723,49.888,-8.165
2005,1452,1257,0.0,75.416,0.475,29.617,17.466,11.058,112.306,102.474,78.974,0.473,37.264,14.768,11.3,118.074,96.693,7,4,3,41.723,10.798,30.924999999999997
2005,1452,1403,1.0,75.416,0.475,29.617,17.466,11.058,112.306,102.474,72.885,0.492,33.488,16.356,10.471,106.666,94.78,7,6,1,41.723,29.777,11.945999999999998
2005,1452,1448,1.0,75.416,0.475,29.617,17.466,11.058,112.306,102.474,85.957,0.476,40.646,17.784,11.431,114.9,100.322,7,2,5,41.723,4.174,37.549
2005,1454,1104,1.0,74.282,0.447,31.949,14.57,10.75,112.02,98.592,73.845,0.5,35.189,15.38,7.758,114.576,104.354,12,5,7,47.714,18.587,29.127
2005,1454,1130,1.0,74.282,0.447,31.949,14.57,10.75,112.02,98.592,75.963,0.485,38.232,18.648,11.204,109.468,94.823,12,4,8,47.714,10.312,37.402
2005,1454,1228,0.0,74.282,0.447,31.949,14.57,10.75,112.02,98.592,75.812,0.472,34.297,18.719,10.474,116.03,95.968,12,1,15,47.714,1.312,46.402
2005,1457,1211,0.0,65.297,0.407,35.296,14.982,7.87,99.692,91.53,75.268,0.482,40.268,14.482,7.804,111.93,99.736,14,3,15,90.367,14.566,75.801
2005,1458,1137,1.0,67.789,0.451,32.948,12.965,5.94,108.516,95.38,63.41,0.438,30.464,13.822,9.804,102.178,94.427,6,14,-8,20.22,109.194,-88.974
2005,1458,1301,1.0,67.789,0.451,32.948,12.965,5.94,108.516,95.38,68.874,0.428,29.368,13.845,14.258,103.374,92.831,6,10,-4,20.22,46.911,-26.691000000000003
2005,1458,1314,0.0,67.789,0.451,32.948,12.965,5.94,108.516,95.38,86.85,0.508,41.016,18.583,12.466,118.876,96.052,6,1,5,20.22,2.229,17.991
2005,1458,1320,1.0,67.789,0.451,32.948,12.965,5.94,108.516,95.38,62.25,0.448,34.166,11.834,8.216,101.172,94.814,6,11,-5,20.22,50.898,-30.678000000000004
2006,1102,1228,0.0,66.2,0.499,19.9,14.48,9.08,115.788,105.58,70.15,0.471,33.683,15.5,7.066,109.918,97.164,13,4,9,46.762,9.327,37.435
2006,1104,1266,1.0,72.232,0.478,33.908,12.343,9.88,114.798,106.708,79.648,0.487,31.982,14.018,11.796,115.676,110.44,10,7,3,49.535,28.95,20.584999999999997
2006,1104,1417,0.0,72.232,0.478,33.908,12.343,9.88,114.798,106.708,66.084,0.454,34.45,13.433,9.05,104.124,88.572,10,2,8,49.535,14.355,35.17999999999999
2006,1107,1163,0.0,63.655,0.453,28.172,12.172,10.535,102.874,96.369,83.401,0.497,39.789,15.944,13.483,115.66,100.152,16,1,15,146.708,2.084,144.624
2006,1112,1437,0.0,79.468,0.478,34.758,15.887,12.822,117.312,105.182,70.41,0.393,36.322,10.857,12.393,109.144,95.584,8,1,7,38.02,3.318,34.702000000000005
2006,1112,1458,1.0,79.468,0.478,34.758,15.887,12.822,117.312,105.182,72.41,0.43,31.536,16.054,7.875,110.109,102.728,8,9,-1,38.02,30.147,7.873000000000005
2006,1116,1137,0.0,64.116,0.43,33.366,14.034,11.2,100.696,93.575,62.09,0.427,31.214,11.75,9.232,101.228,88.443,8,9,-1,27.139,43.083,-15.943999999999999
2006,1125,1417,0.0,62.845,0.395,31.345,12.966,11.155,87.907,81.502,66.084,0.454,34.45,13.433,9.05,104.124,88.572,15,2,15,161.564,14.355,147.209
2006,1130,1285,1.0,73.178,0.479,36.414,18.253,11.194,112.182,98.55,75.0,0.47,32.673,18.346,7.692,113.006,102.541,4,12,-8,20.636,90.5,-69.864
2006,1130,1334,1.0,73.178,0.479,36.414,18.253,11.194,112.182,98.55,74.862,0.45,36.086,16.828,7.017,108.904,99.124,4,13,-9,20.636,90.448,-69.812
2006,1130,1437,0.0,73.178,0.479,36.414,18.253,11.194,112.182,98.55,70.41,0.393,36.322,10.857,12.393,109.144,95.584,4,1,3,20.636,3.318,17.317999999999998
2006,1133,1242,1.0,71.207,0.416,37.195,14.356,11.138,101.904,91.03,73.416,0.46,37.5,14.484,14.134,103.216,92.748,13,4,9,42.808,16.822,25.986
2006,1133,1272,0.0,71.207,0.416,37.195,14.356,11.138,101.904,91.03,76.762,0.464,38.468,13.746,14.54,109.941,89.973,13,1,15,42.808,5.86,36.948
2006,1133,1338,1.0,71.207,0.416,37.195,14.356,11.138,101.904,91.03,72.316,0.498,35.984,15.516,8.85,111.118,96.862,13,5,8,42.808,11.598,31.21
2006,1137,1116,1.0,62.09,0.427,31.214,11.75,9.232,101.228,88.443,64.116,0.43,33.366,14.034,11.2,100.696,93.575,9,8,1,43.083,27.139,15.943999999999999
2006,1137,1272,0.0,62.09,0.427,31.214,11.75,9.232,101.228,88.443,76.762,0.464,38.468,13.746,14.54,109.941,89.973,9,1,8,43.083,5.86,37.223
2006,1143,1301,0.0,60.672,0.438,29.414,11.017,7.966,100.31,94.542,65.304,0.458,29.822,12.822,10.072,102.307,90.984,7,10,-3,49.778,26.724,23.054
2006,1163,1107,1.0,83.401,0.497,39.789,15.944,13.483,115.66,100.152,63.655,0.453,28.172,12.172,10.535,102.874,96.369,1,16,-15,2.084,146.708,-144.624
2006,1163,1206,0.0,83.401,0.497,39.789,15.944,13.483,115.66,100.152,69.075,0.48,34.757,12.79,10.093,108.327,93.006,1,11,-15,2.084,40.146,-38.062
2006,1163,1246,1.0,83.401,0.497,39.789,15.944,13.483,115.66,100.152,73.274,0.422,38.137,13.798,7.702,110.141,102.055,1,8,-7,2.084,36.386,-34.302
2006,1163,1449,1.0,83.401,0.497,39.789,15.944,13.483,115.66,100.152,79.058,0.444,34.506,13.288,12.564,109.264,94.848,1,5,-4,2.084,19.729,-17.645
2006,1172,1326,0.0,69.192,0.418,41.404,15.481,5.058,103.077,95.906,67.85,0.436,33.766,12.85,8.35,105.495,92.63,15,2,15,121.948,6.738,115.21
2006,1181,1203,1.0,74.366,0.454,36.083,14.216,15.0,105.383,89.828,76.732,0.432,37.34,15.16,11.554,107.864,97.914,1,8,-7,1.589,17.766,-16.177
2006,1181,1261,0.0,74.366,0.454,36.083,14.216,15.0,105.383,89.828,68.724,0.44,39.262,13.596,14.927,99.06,87.078,1,4,-3,1.589,14.626,-13.036999999999999
2006,1181,1380,1.0,74.366,0.454,36.083,14.216,15.0,105.383,89.828,60.268,0.399,35.625,10.268,14.822,89.443,83.398,1,16,-15,1.589,194.128,-192.539
2006,1196,1206,1.0,76.006,0.481,37.589,15.73,12.816,115.634,91.168,69.075,0.48,34.757,12.79,10.093,108.327,93.006,3,11,-8,14.299,40.146,-25.847
2006,1196,1207,1.0,76.006,0.481,37.589,15.73,12.816,115.634,91.168,62.742,0.451,33.075,15.88,9.856,108.584,93.902,3,7,-4,14.299,21.869,-7.57
2006,1196,1375,1.0,76.006,0.481,37.589,15.73,12.816,115.634,91.168,62.052,0.4,32.466,11.086,9.896,92.445,84.56,3,14,-15,14.299,79.135,-64.83600000000001
2006,1196,1417,1.0,76.006,0.481,37.589,15.73,12.816,115.634,91.168,66.084,0.454,34.45,13.433,9.05,104.124,88.572,3,2,1,14.299,14.355,-0.05600000000000094
2006,1196,1437,1.0,76.006,0.481,37.589,15.73,12.816,115.634,91.168,70.41,0.393,36.322,10.857,12.393,109.144,95.584,3,1,2,14.299,3.318,10.981
2006,1196,1454,1.0,76.006,0.481,37.589,15.73,12.816,115.634,91.168,72.666,0.426,35.342,12.12,9.426,106.685,95.415,3,11,-8,14.299,68.573,-54.273999999999994
2006,1203,1181,0.0,76.732,0.432,37.34,15.16,11.554,107.864,97.914,74.366,0.454,36.083,14.216,15.0,105.383,89.828,8,1,7,17.766,1.589,16.177
2006,1203,1423,1.0,76.732,0.432,37.34,15.16,11.554,107.864,97.914,76.75,0.511,34.875,17.786,6.357,114.177,105.61,8,9,-1,17.766,44.854,-27.088
2006,1206,1163,1.0,69.075,0.48,34.757,12.79,10.093,108.327,93.006,83.401,0.497,39.789,15.944,13.483,115.66,100.152,11,1,15,40.146,2.084,38.062
2006,1206,1196,0.0,69.075,0.48,34.757,12.79,10.093,108.327,93.006,76.006,0.481,37.589,15.73,12.816,115.634,91.168,11,3,8,40.146,14.299,25.847
2006,1206,1277,1.0,69.075,0.48,34.757,12.79,10.093,108.327,93.006,69.661,0.457,29.92,16.903,6.71,104.598,97.655,11,6,5,40.146,25.922,14.224
2006,1206,1314,1.0,69.075,0.48,34.757,12.79,10.093,108.327,93.006,72.393,0.444,39.464,16.66,12.375,106.036,94.297,11,3,8,40.146,9.364,30.782
2006,1206,1455,1.0,69.075,0.48,34.757,12.79,10.093,108.327,93.006,70.995,0.435,38.602,14.651,6.731,108.713,95.287,11,7,4,40.146,32.081,8.064999999999998
2006,1207,1196,0.0,62.742,0.451,33.075,15.88,9.856,108.584,93.902,76.006,0.481,37.589,15.73,12.816,115.634,91.168,7,3,4,21.869,14.299,7.57
2006,1207,1320,1.0,62.742,0.451,33.075,15.88,9.856,108.584,93.902,57.216,0.404,32.1,11.8,7.834,99.312,92.2,7,10,-3,21.869,37.061,-15.192
2006,1207,1326,1.0,62.742,0.451,33.075,15.88,9.856,108.584,93.902,67.85,0.436,33.766,12.85,8.35,105.495,92.63,7,2,5,21.869,6.738,15.131
2006,1211,1231,1.0,80.242,0.48,37.258,13.35,9.402,116.824,107.786,76.84,0.465,33.84,15.268,8.196,111.02,105.275,3,6,-3,15.579,37.356,-21.777
2006,1211,1417,0.0,80.242,0.48,37.258,13.35,9.402,116.824,107.786,66.084,0.454,34.45,13.433,9.05,104.124,88.572,3,2,1,15.579,14.355,1.2240000000000002
2006,1211,1462,1.0,80.242,0.48,37.258,13.35,9.402,116.824,107.786,73.084,0.438,32.933,14.8,7.966,113.982,106.56,3,14,-15,15.579,70.192,-54.61299999999999
2006,1214,1284,0.0,58.35,0.364,40.766,9.784,9.484,85.42,79.634,61.422,0.418,33.578,15.578,11.047,93.571,81.247,16,16,0,276.745,183.394,93.351
2006,1228,1102,1.0,70.15,0.471,33.683,15.5,7.066,109.918,97.164,66.2,0.499,19.9,14.48,9.08,115.788,105.58,4,13,-9,9.327,46.762,-37.435
2006,1228,1449,0.0,70.15,0.471,33.683,15.5,7.066,109.918,97.164,79.058,0.444,34.506,13.288,12.564,109.264,94.848,4,5,-1,9.327,19.729,-10.402
2006,1231,1211,0.0,76.84,0.465,33.84,15.268,8.196,111.02,105.275,80.242,0.48,37.258,13.35,9.402,116.824,107.786,6,3,3,37.356,15.579,21.777
2006,1231,1361,1.0,76.84,0.465,33.84,15.268,8.196,111.02,105.275,78.655,0.514,35.569,14.069,9.983,116.916,109.4,6,11,-5,37.356,58.364,-21.007999999999996
2006,1233,1261,0.0,72.184,0.432,33.016,10.916,12.4,99.565,92.584,68.724,0.44,39.262,13.596,14.927,99.06,87.078,13,4,9,71.198,14.626,56.571999999999996
2006,1234,1322,0.0,64.274,0.434,36.806,12.242,10.08,100.006,93.078,67.38,0.424,35.828,15.828,11.802,99.306,94.02,3,14,-15,15.692,83.021,-67.32900000000001
2006,1242,1133,0.0,73.416,0.46,37.5,14.484,14.134,103.216,92.748,71.207,0.416,37.195,14.356,11.138,101.904,91.03,4,13,-9,16.822,42.808,-25.986
2006,1245,1338,0.0,68.031,0.417,31.219,12.719,8.516,106.108,99.714,72.316,0.498,35.984,15.516,8.85,111.118,96.862,12,5,7,64.542,11.598,52.944
2006,1246,1163,0.0,73.274,0.422,38.137,13.798,7.702,110.141,102.055,83.401,0.497,39.789,15.944,13.483,115.66,100.152,8,1,7,36.386,2.084,34.302
2006,1246,1412,1.0,73.274,0.422,38.137,13.798,7.702,110.141,102.055,68.965,0.443,34.431,16.138,13.328,103.924,96.502,8,9,-1,36.386,42.631,-6.244999999999997
2006,1261,1181,1.0,68.724,0.44,39.262,13.596,14.927,99.06,87.078,74.366,0.454,36.083,14.216,15.0,105.383,89.828,4,1,3,14.626,1.589,13.036999999999999
2006,1261,1233,1.0,68.724,0.44,39.262,13.596,14.927,99.06,87.078,72.184,0.432,33.016,10.916,12.4,99.565,92.584,4,13,-9,14.626,71.198,-56.571999999999996
2006,1261,1400,1.0,68.724,0.44,39.262,13.596,14.927,99.06,87.078,71.464,0.439,41.105,14.512,11.952,110.608,89.965,4,2,2,14.626,5.841,8.785
2006,1261,1401,1.0,68.724,0.44,39.262,13.596,14.927,99.06,87.078,65.354,0.418,34.345,14.13,11.561,101.164,90.304,4,12,-8,14.626,41.713,-27.087000000000003
2006,1261,1417,0.0,68.724,0.44,39.262,13.596,14.927,99.06,87.078,66.084,0.454,34.45,13.433,9.05,104.124,88.572,4,2,2,14.626,14.355,0.270999999999999
2006,1266,1104,0.0,79.648,0.487,31.982,14.018,11.796,115.676,110.44,72.232,0.478,33.908,12.343,9.88,114.798,106.708,7,10,-3,28.95,49.535,-20.584999999999997
2006,1272,1133,1.0,76.762,0.464,38.468,13.746,14.54,109.941,89.973,71.207,0.416,37.195,14.356,11.138,101.904,91.03,1,13,-15,5.86,42.808,-36.948
2006,1272,1137,1.0,76.762,0.464,38.468,13.746,14.54,109.941,89.973,62.09,0.427,31.214,11.75,9.232,101.228,88.443,1,9,-8,5.86,43.083,-37.223
2006,1272,1331,1.0,76.762,0.464,38.468,13.746,14.54,109.941,89.973,76.284,0.494,30.75,14.984,9.4,112.77,104.65,1,16,-15,5.86,127.979,-122.119
2006,1272,1417,0.0,76.762,0.464,38.468,13.746,14.54,109.941,89.973,66.084,0.454,34.45,13.433,9.05,104.124,88.572,1,2,-1,5.86,14.355,-8.495000000000001
2006,1277,1206,0.0,69.661,0.457,29.92,16.903,6.71,104.598,97.655,69.075,0.48,34.757,12.79,10.093,108.327,93.006,6,11,-5,25.922,40.146,-14.224
2006,1284,1214,1.0,61.422,0.418,33.578,15.578,11.047,93.571,81.247,58.35,0.364,40.766,9.784,9.484,85.42,79.634,16,16,0,183.394,276.745,-93.351
2006,1284,1437,0.0,61.422,0.418,33.578,15.578,11.047,93.571,81.247,70.41,0.393,36.322,10.857,12.393,109.144,95.584,16,1,15,183.394,3.318,180.076
2006,1285,1130,0.0,75.0,0.47,32.673,18.346,7.692,113.006,102.541,73.178,0.479,36.414,18.253,11.194,112.182,98.55,12,4,8,90.5,20.636,69.864
2006,1285,1305,1.0,75.0,0.47,32.673,18.346,7.692,113.006,102.541,75.45,0.462,37.05,15.184,11.0,113.646,105.638,12,5,7,90.5,28.105,62.394999999999996
2006,1293,1314,0.0,67.982,0.42,34.857,10.536,11.875,104.077,94.894,72.393,0.444,39.464,16.66,12.375,106.036,94.297,14,3,15,81.479,9.364,72.115
2006,1301,1143,1.0,65.304,0.458,29.822,12.822,10.072,102.307,90.984,60.672,0.438,29.414,11.017,7.966,100.31,94.542,10,7,3,26.724,49.778,-23.054
2006,1301,1400,0.0,65.304,0.458,29.822,12.822,10.072,102.307,90.984,71.464,0.439,41.105,14.512,11.952,110.608,89.965,10,2,8,26.724,5.841,20.883
2006,1305,1285,0.0,75.45,0.462,37.05,15.184,11.0,113.646,105.638,75.0,0.47,32.673,18.346,7.692,113.006,102.541,5,12,-7,28.105,90.5,-62.394999999999996
2006,1314,1206,0.0,72.393,0.444,39.464,16.66,12.375,106.036,94.297,69.075,0.48,34.757,12.79,10.093,108.327,93.006,3,11,-8,9.364,40.146,-30.782
2006,1314,1293,1.0,72.393,0.444,39.464,16.66,12.375,106.036,94.297,67.982,0.42,34.857,10.536,11.875,104.077,94.894,3,14,-15,9.364,81.479,-72.115
2006,1320,1207,0.0,57.216,0.404,32.1,11.8,7.834,99.312,92.2,62.742,0.451,33.075,15.88,9.856,108.584,93.902,10,7,3,37.061,21.869,15.192
2006,1322,1234,1.0,67.38,0.424,35.828,15.828,11.802,99.306,94.02,64.274,0.434,36.806,12.242,10.08,100.006,93.078,14,3,15,83.021,15.692,67.32900000000001
2006,1322,1452,0.0,67.38,0.424,35.828,15.828,11.802,99.306,94.02,68.852,0.438,26.0,16.24,10.24,109.646,95.454,14,6,8,83.021,21.019,62.002
2006,1326,1172,1.0,67.85,0.436,33.766,12.85,8.35,105.495,92.63,69.192,0.418,41.404,15.481,5.058,103.077,95.906,2,15,-15,6.738,121.948,-115.21
2006,1326,1207,0.0,67.85,0.436,33.766,12.85,8.35,105.495,92.63,62.742,0.451,33.075,15.88,9.856,108.584,93.902,2,7,-5,6.738,21.869,-15.131
2006,1328,1454,0.0,71.315,0.488,35.704,16.148,11.222,105.733,99.176,72.666,0.426,35.342,12.12,9.426,106.685,95.415,6,11,-5,26.271,68.573,-42.30199999999999
2006,1331,1272,0.0,76.284,0.494,30.75,14.984,9.4,112.77,104.65,76.762,0.464,38.468,13.746,14.54,109.941,89.973,16,1,15,127.979,5.86,122.119
2006,1334,1130,0.0,74.862,0.45,36.086,16.828,7.017,108.904,99.124,73.178,0.479,36.414,18.253,11.194,112.182,98.55,13,4,9,90.448,20.636,69.812
2006,1335,1400,0.0,60.5,0.385,26.63,12.204,8.87,98.346,90.032,71.464,0.439,41.105,14.512,11.952,110.608,89.965,15,2,15,100.469,5.841,94.628
